Unnamed: 0,username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,Hydrashoothe Sunscreen Gel Spf45+++,isPartial
91.0,ekklesiaeunikelase,19 - 24,"Dry, Medium, Neutral",2024-09-12,"My fav sunscreen so far. Teksturnya super ringan, ga sticky, gampang banget nyerep ke kulit wajah jadi ga ninggalin whitecast juga. Trus yang paling bikin aku seneng dari ss ini adalah dia ga bikin kulit aku keliatan kusam sama sekali. Oh iya, setauku ss ini cocok juga buat yang punya kulit sensitif, karena ga mengandung fragrance & alcohol 💗💗",3 months - 6 months,Shopee,ekklesiaeunikelase recommends this product!,5.0,,
89.0,Azeezahaw,25 - 29,"Dry, Light, Neutral",2024-09-13,"Jadi tahu sih alasan kenapa sunscreen satu ini dulu sangat viral. Baru nyobain dan langsung suka. Teksturnya kaya pelembab, cepet nyerap, no whitecast, dan ada sensasi dinginya, aman dibawah makeup dan nggak peeling definisi nyenengin dan nggak neko-neko, dan yang bikin seneng lagi adalah harganya affordable dan masuk dikantong pelajar. Aku udah repurchase berkali-kali. Luv grab yours!!",6 months - 1 year,Shopee,Azeezahaw recommends this product!,5.0,,
88.0,intennsaputri,19 - 24,"Combination, Medium, Warm",2024-09-14,"sunscreen gel ini teksturnya ringan, cepat meresap, ga ada efek tone up di aku, adem pas di apply, dan ga buat kulit kusam. setau aku dia termasuk chemical yah tapi untuk kulit combine kaya aku dia masih aman sih pas aku timpa makeup sunscreen ini ga buat longsor",1 week - 1 month,Indomaret,intennsaputri recommends this product!,5.0,,
,,,,2024-09-15,,,,,,0.0,False
87.0,Ekahnf04,19 - 24,"Normal, Medium, Neutral",2024-09-16,"Sunscreennya ngga bikin kusam dan nyaman banget dipake😍, ngga bikin muka jd oily dan ngga bikin kering jugaa super ringannRecommended bgt untuk kalian yg baru mau nyobain suncreen, aku udh pake sebulanan dan bruntusan jd berkurang, luvvvv bgtt bgttt",1 month - 3 months,FD Try and Review,Ekahnf04 recommends this product!,5.0,,
85.0,najwfahr,18 and Under,"Combination, Medium Light, Neutral",2024-09-17,"setelah aku coba ss azarine ini, gapernah lagi aku berpaling, tekstur oke, lembab iya, harganya juga masih di kantong pelajar, tapi kalo dipake di bawah makeup kadang bikin cakey, jadi harus tunggu nge set dulu, overall i loved it",More than 1 year,Shopee,najwfahr recommends this product!,5.0,,
86.0,mphiiw,30 - 34,"Oily, Medium, Neutral",2024-09-17,Salah satu sunscreen favorit karna tidak membuat kulit berminyak selain itu mudah menyerap dan gampang di dapat di offline store.. Sudah lebih dari 6 bulan pakai sunscreen alhamdulillah tidak brakeout..,6 months - 1 year,Shopee,mphiiw recommends this product!,5.0,,
83.0,andierrina12,19 - 24,"Combination, Medium Light, Cool",2024-09-18,"sunscreen lokal yang mudah didapat di offline store, mengandung ekstrak alami yang bermanfaat bagi kulit wajah, seperti Royal Jelly untuk meningkatkan produksi kolagen, vit. c, hyaluronic acid, ceramide, dan centella asiatica.Sunscreen lokal satu ini sempat booming di berbagai media sosial berkat finishnya yang matte namun cepat meresap kekulit.sangat rekomendasi♡",3 months - 6 months,Indomaret,andierrina12 recommends this product!,5.0,,
84.0,Dellalizaa,19 - 24,"Oily, Medium, Neutral",2024-09-18,"Approve bgttt, udah 2 tahunan pake ini gapernah tergoda sama ss yang lain. Ingredients nya ga aneh-aneh dan udah cocok bgt di kulit aku, azarine juga sekarang udah banyak ngeluarin jenis sunscreen but if you ask for reccomend the answer is si hijau iniii 💚💚No complain good job azarine",More than 1 year,Shopee,Dellalizaa recommends this product!,5.0,,
81.0,vik_olive,25 - 29,"Oily, Medium, Neutral",2024-09-19,"Saat jerawatan parah, cb pakai ss ini karena uda bingung mau pakai apa (ada yg ngasih rekomendasi jg sih)., Saat dipakai ga lengket samsek, cepat meresap, ga bikin kulit belang, ga kusam, pdhl wajah ini berminyak.. Jerawat perlahan hilang. Terima kasih bgt sm owner ss ini🫰🏼Harganya juga terjangkau❤️",6 months - 1 year,Official Brand Store,vik_olive recommends this product!,5.0,,
82.0,Annisafirda13,30 - 34,"Oily, Medium Light, Neutral",2024-09-19,worth dengan harga se affordable itu..utk oily skin oke ya ngga bikin pori2 tersumbat dan acne...Ngga ada hint glow krna lebih ke matte sih menurutkuCepet kering juga diwajahso far bakal repurchase,More than 1 year,FD Try and Review,Annisafirda13 recommends this product!,5.0,,
79.0,dindaannnisa,25 - 29,"Oily, Medium, Neutral",2024-09-20,nemu sunscreen azarine hydrasoothe seneng banget ngefek banget di aku dan dia ga komedogenic tekstur gel cepet nyerap aku pernah dulu setelah cocok pakai ini sempet ganti sunscreen tapi ga cocok kusem dan muncul chicken skin setelah aku pakai ini lagi nampak sperti dlu cerahan dan dia bisa ngilangin efek chicken skin karena ga cocok sama sunscreen yang aku sempet ganti. sekian terimakasih,3 months - 6 months,Traditional Market,dindaannnisa recommends this product!,5.0,,
80.0,ainun_dahlia,19 - 24,"Dry, Medium, Neutral",2024-09-20,"Dari SMA udah pake sunscreen tapi selalu ngerasa gk cocok karna bikin kusam, awalnya coba punya temen sunscreen azarinne ini finishnya mate gk bikin kusam gt jadi sampe sekarang pakenya azarine terus gamau coba yang lain karna takut 😅",6 months - 1 year,FD Flash Sale,ainun_dahlia recommends this product!,5.0,,
77.0,pioyuppi,25 - 29,"Dry, Medium, Neutral",2024-09-21,"Sunscreen ini sangat terjangkau dan mudah ditemukan dimana aja, yg aku suka karena mudah banget nih nyerap ke kulit jadi g nunggu waktu lama lagi buat make up, selain itu cocok di jenis kulit apapun, karena temenku yg beda jenis denganku pun juga pakai ini. Minusnya harus sering banget reapply karena cepet ilang sepertinya kena keringat atau kena air, jadi efek perlindungannya untuk jangka waktu lama kurang maksimal ya",1 month - 3 months,Indomaret,pioyuppi recommends this product!,3.0,,
78.0,meimeithekid,18 and Under,"Oily, Medium Light, Warm",2024-09-21,"Udah lama banget pakai ini dari jaman SMP. LOVEEEEE, matte yang nyaman di oily skin. Gak bikin breakout tpi gal bikin jerawatku mendingan juga. Pokoknya sangat status quo ini. Sayangnya dia bikin kusam kalau udah berjam-jam, tapi aku tetap bertahan karena takut mau ganti sunscreen. Ya emang minusnya itu doang sih: bikin kusam. Spf nya mantep dan riil, sekarang aku pakai skin aqua tutup ijo.",More than 1 year,Sephora,meimeithekid recommends this product!,4.0,,
76.0,nurintan77,19 - 24,"Normal, Light, Neutral",2024-09-22,"sudah lama tidak menggunakan produk ini.. sunscreen dari Azarine ini lumayan bagus dan cocok juga untuk pemakaian sehari-hari, tapi menurutku sunscreen ini membuat kulitku menjadi agak gelap setelah memakainya untuk kelembabannya oke siii tidak meningalkan white case ke wajah.",1 month - 3 months,Brand Website,nurintan77 recommends this product!,4.0,0.0,False
74.0,Ochoca95,25 - 29,"Combination, Medium Dark, Neutral",2024-09-23,"Kalo udah bingung mau beli sunscreen apalagi, yaudah auto beli ini. Enak banget, cepet banget meresap di kulit, minim whitecast, aman gak berminyak juga kalo udah siang. Dah gak keitung berapa kali repurchase, even mamaku juga suka 😂",More than 1 year,Shopee,Ochoca95 recommends this product!,5.0,,
75.0,Citradesiani,30 - 34,"Combination, Medium, Warm",2024-09-23,"Sunscreen gel Azarine ini enak banget dipakenya. Nggak ada white cast, dingin, cocok dipake di udara yang panas, gampang di blend dan bisa nyatu sama cushion/foundation lainnya. Rekomended sih, patut untuk di coba. Harganya juga cukup ekonomis",3 months - 6 months,Shopee,Citradesiani recommends this product!,5.0,,
72.0,Natasya_04,45 and Above,"Combination, Medium, Neutral",2024-09-24,Sunscreen azarin salah satu myg fav ss yang aku pake. Dia miliki tekstur kaya gel. Ss nya nyaman di pake aman untuk kulit aku yg sensitif dan tipe kombinasi. Gampang nyerep dan ga menimbulkan whitecase. Harganya pun ramah di kantong anak kos,1 month - 3 months,Shopee,Natasya_04 recommends this product!,5.0,,
73.0,adindaptrasyh,19 - 24,"Oily, Medium, Warm",2024-09-24,"aku nyoba ini karena kepo aja apa bedanya sama yg cream, ternyata yang gel ini itu lebih gampang di blend & nyerap terus ada cooling sensationnya setelah make, bagus buat skinprep sebelum make up dan obviously ga ada white castnya hehe, kayanya aku lebih suka yg ini sih daripada yg cream",3 months - 6 months,Official Brand Store,adindaptrasyh recommends this product!,4.0,,
70.0,wieline,19 - 24,"Oily, Medium Light, Cool",2024-09-25,"Teksturnya sangat enak, tidak lengket dan tidak bikin whitecase juga, harganya sangat worth it bgt untuk pelajar dan mudah untuk dijangkau di toko manapun!! pakai ini sudah dari SMA dan sampai sekarang masih pakai, pakai nya setiap hari. love bgt💖",More than 1 year,Traditional Market,wieline recommends this product!,5.0,,
71.0,namiranurfaliani,19 - 24,"Combination, Medium Light, Neutral",2024-09-25,"Sunscreen ini menurut aku ter the best sih, karena ga bikin white case sama sekali, terus ngelembapin kulit juga, dan ga buat wajah aku iritasi. Pokoknya aku cocok banget pake produk ini sampe udh abis 5 bottle karena sakinh cocoknya sama muka aku",More than 1 year,Brand Website,namiranurfaliani recommends this product!,5.0,,
68.0,Alkadiena,19 - 24,"Oily, Medium, Neutral",2024-09-26,"Produk tidak lengket, tidak whitecase, nyaman, cocok untuk kulitku yang kemerahan dan berminyak, harga terjangkau, banyak pilihan untul jenik kulit, kemasan juga mudah dibawa kemana mana mau pakai tas kecil atau tas besar, reaplly mudah💕",6 months - 1 year,Traditional Market,Alkadiena recommends this product!,5.0,,
69.0,rinasusila13,25 - 29,"Combination, Medium Light, Cool",2024-09-26,"beliin ss ini buat suami lumayan ringan harga juga murah ya intinya mesti apply sering sih kaya suami aku yg kadang kerja outdoor dan indor gt, so far bagus mayan bisa bersaing lah dengan seatara nya...",3 months - 6 months,Shopee,rinasusila13 recommends this product!,3.0,,
66.0,Qiess,19 - 24,"Normal, Light, Cool",2024-09-27,"Berdasarkan rekomendasi dari temen2 ku untuk gunain sunscreen ini. Dari segi tekstur sangat ringan, no whitecast, agak sedikit kental (tidak watery). Harga sangat sesuai dengan kualitas. Tapi sayangnya di kulitku yang combination (oily dan dry) itu gak cocok :(.",1 week - 1 month,Shopee,Qiess recommends this product!,3.0,,
67.0,radiinkh,19 - 24,"Oily, Medium Light, Neutral",2024-09-27,buat oily and combi skin kaya aku udah nyoba berbagai sunscreen tetep inisih yg paling oke di kulit karna texturenya jg RINGAN dan gampang nyerap🤩👍🏻 spf 45 juga aslinya lebih tapi tetep ga bikin muka kusemmm thats why kalian harus coba sihhhhh,6 months - 1 year,Female Daily Event,radiinkh recommends this product!,5.0,,
64.0,chvvr_,19 - 24,"Combination, Medium Dark, Neutral",2024-09-28,"Dapet rekomendasi sunscreen keren ini dari oomf, Auryn. Penyelamat banget dari sunscreen yang sebelumnya bikin kulit aku breakout. This is best of the best sunscreen who had adorable prices and really suits kantong pelajar seperti kita-kita ini. No whitecast, lembab sekali, wangi, murce, gak bikin makeup luntur, cocok buat oily skin, dan gak bikin muka aku gosong. Menurutku ss azarine gaada kekurangan so far aku menggunakan ini dari masa sekolah sampai kuliah :0",6 months - 1 year,Tokopedia,chvvr_ recommends this product!,5.0,,
65.0,Jannifer0201,25 - 29,"Combination, Medium Light, Warm",2024-09-28,Pakai dan rasakan manfaaat dariAzarine cosmetic hydrasoothe suncreen gel spf 45+++Dipakai sehari hari dan aman untuk kulit sensitif tidak lengket dan lembut saat digunakanYuk coba pakai Azarine cosmetic hydrasoothe suncreen gel spf 45+++,1 month - 3 months,Shopee,Jannifer0201 recommends this product!,5.0,,
62.0,nadhifa_15,19 - 24,"Combination, Medium Dark, Neutral",2024-09-29,"teksturnya enak bngtt ga adaa whitecast nya dipake juga nyaman, bisa digunakan untuk daily cocok bngt buat yg kulitnya sensitif, mnrtku dia juga cocok buat wajah jerawatan, dipake juga ga berat. buat anak sekolah yang bingung cari sunscreen ini rekomended",Less than 1 week,Tiktok,nadhifa_15 recommends this product!,5.0,0.0,False
63.0,osamars,19 - 24,"Normal, Medium Light, Neutral",2024-09-29,"basic skincare paling dibutuhin, baik untuk kegiatan dalam ruangan (indoor) maupun luar ruangan (outdoor), tekstur gel jadi enak banget buat dipake, tanpa whitecast! sunscreen udah jadi kebutuhan harian sih, apalagi sunscreen azarine ini sangat recomend to try!",1 month - 3 months,Shopee,osamars recommends this product!,5.0,0.0,False
60.0,Dewiey,40 - 44,"Dry, Medium Dark, Neutral",2024-10-01,"sunscreen teh the best buat aku, setelah perjalanan panjang mencari sunscreen yang cocok, ga bikin white cast, ga bikin ketarik, ga bikin berminyak, ga bikin jerawatan. teksturnya mirip cream tapi cepat meresap di kulit, ringan en ga kerasa gerah. pokoke top markotop. pemakaian sudah 3than. walau klaimnya lebih cocok untuk kulit berminyak tapi di kulit aku yang kering ini juga oke",More than 1 year,Instagram,Dewiey recommends this product!,5.0,,
61.0,Witri20,30 - 34,"Combination, Medium, Neutral",2024-10-01,"Sangan suka dengan sunscreen azarine ini karna cocok untuk kulit wajah saya, tidak.menimbulkan white case, gel nya mudah d blend mudah meresap juga. Membuat kulitbterasa lembab dan terlindungin dari sinar uv. Wangi nya tidak.menyengat.",Less than 1 week,Shopee,Witri20 recommends this product!,4.0,,
59.0,noonaxx,19 - 24,"Oily, Medium, Neutral",2024-10-03,"Sejauh ini, SS yang teksturnya paling enak. Dia cepet nyerap ke kukit juga. Aman banget buat kulit sensitif. Terus tiap pake ini tuh muka jd keliatan kyk plumpy/bouncy gitu tp gk bikin berminyak samsekk",1 month - 3 months,Shopee,noonaxx recommends this product!,4.0,,
57.0,hadinaw,19 - 24,"Combination, Medium Light, Warm",2024-10-04,"Mudah didapet di minimarket umum, tapi aku lebih sering dapet di A*** daripada I********. Ringan dan gak mengiritasi, aku lupa sudah setahun atau belum pakai ss ini. Enak ga ada whitecast dan gak memberatkan di wajah, cepat meresap. Untuk pemakaian sehari-hari, mampu melindungi wajahku agar gak terbakar dan gosong, tapi mungkin kalo pergi ke tempat yang panasnya ekstrem, perlu apply sunscreen yang lebih thick.",6 months - 1 year,Alfamart,hadinaw recommends this product!,5.0,,
58.0,Sherina23,19 - 24,"Oily, Medium, Neutral",2024-10-04,Tekstur Sunscreen ringan banget di wajah aku dan ga buat efek berminyak dan gak whitecasePokoknya best banget dehh Dah harga sangat terjangkau banget buat gak buat kantong boncos Isi juga lumayan banyak Muantep poll deh sunscreen azarine di aku,6 months - 1 year,Shopee,Sherina23 recommends this product!,5.0,,
56.0,akirahana,19 - 24,"Normal, Medium Light, Neutral",2024-10-05,"Aku punya kulit normal-oily, sunscreen ini masih oke dengan kulitku, aku sering berada di outdoor, tapi aku juga reaply sunscreen nya, Tekstur nya dingin terus ringan, mudah di serap, tidak meninggalkan whitecast di kulitku. Harga masih terjangkau dan varian produknya banyak",3 months - 6 months,Traditional Market,akirahana recommends this product!,4.0,,
,,,,2024-10-06,,,,,,0.0,False
55.0,syifaanisatr,25 - 29,"Combination, Medium, Warm",2024-10-07,"Salah satu my fav sunscreen hihi, suka banget cepat nyerapnyaaaa dimuka & gak lengket sama sekali!!!! Mudah ditemui dimana2 sekarang guys, cusss yang belum TRY, TRY yukkkk lindungi wajahmu sedari dini biar nanti tidak ada noda2 hitam🙏🏽🫵🏾🤪🤪🤪",6 months - 1 year,Alfamart,syifaanisatr recommends this product!,5.0,,
53.0,bimbooo,19 - 24,"Normal, Medium, Neutral",2024-10-08,"Bagus sekalii🫶🏻 Aku udah repurchase beberapa kali dan ini sunscreen paling nampol ngaruh tapi ga bikin sensitive/komedoann. Ringan bgtt langsung nyerep tapi ga kering wajahnya, cocok buat segala jenis kulit. Udah coba 3 varian berbeda tetep sama bagusnya gaada yg bikin iritasi atau demek gitu mukanya",More than 1 year,Shopee,bimbooo recommends this product!,5.0,,
54.0,Asterisiriusis,19 - 24,"Oily, Medium, Neutral",2024-10-08,Menggunakan sunscreen jadi lebih menyenangkan dgn Azarine. Cocok untuk kulitku yg normal to oily. Kalo ditimpa make up juga aman ga bikin longsor. Harganya terjangkau worth it dgn kualitas dan isinya. Teksturnya mudah diratakan dan cepat menyerap.,More than 1 year,Shopee,Asterisiriusis recommends this product!,5.0,,
52.0,haiyogie04,19 - 24,"Combination, Medium Dark, Warm",2024-10-09,"sebelumnya udah cobain berbagai merk sunscreen tapi malah bikin makin kusam dan berminyak apalagi aku gampang keringetan tapii sekrng pake Azarine, ga bikin abu, mudah ngeblend dan ngebantu nahan sinar UV pas lagi ada kegiatan outdoor.",More than 1 year,Shopee,haiyogie04 recommends this product!,5.0,,
50.0,ScarlettHana,30 - 34,"Combination, Light, Cool",2024-10-10,"Daily sunscreen ku sekarang yang murah bgt tp berkualitas. Efek melindungi dr sinar mataharinya dapet, no whitecast, nggak bkin jerawatan, nggak lengket, nggak berbau menyengat, dan juga nggak bkin berminyak! Teksturnya cair dan ga butuh waktu lama untuk kering",More than 1 year,Shopee,ScarlettHana recommends this product!,5.0,,
51.0,tasyeeeeeeee,19 - 24,"Oily, Medium Light, Neutral",2024-10-10,"awal awal dulu make ini iseng doang krna spf nya pas aja menurut aku ga kurang dan ga kelebihan, pas make eh cocok, malah lebih bagus dari sunscreen aku sebelumnya yg dari brand sebelah, mana harganya murah lagi 🥹 abis itu beli lagi dan lagi smpe ngerekom ke ibuku ❤️",More than 1 year,FD Flash Sale,tasyeeeeeeee recommends this product!,5.0,,
49.0,grasunshine,19 - 24,"Dry, Medium Light, Neutral",2024-10-13,"Sempat bingung milih sunscreen yang ringan, ga bikin kusam dan ga bikin oily. Udah nyoba brand ini itu dari murah sampai mahal. Lewat di social media,akhirnya iseng check out. Pertama kali aku nyoba yang ""calm my acne"" ternyata senyaman itu, dan pertama kali aku bisa ngabisin sunscreen sampai tetes terakhir. Pas udah ga jerawatan, akhirnya beralih ke yang hydrasoothe (awalnya sempat ragu karna takut teksturnya ga sama kayak calm my acne) ternyata aku cocok, sampai sekarang gamau ganti sunscreen ke yang lain lagi, karna udah senyaman itu sama azarine",6 months - 1 year,Shopee,grasunshine recommends this product!,5.0,0.0,False
48.0,najla,18 and Under,"Oily, Medium Dark, Warm",2024-10-15,"Tekstur sunscreen ini gell enak gampang ngeresap, tapi kadang suka peeling gitu sama feels nya tuh kadang ke muka kaya kenceng gitu. Tapi so far bagus terjangkau ada di offline store kaya supermarket dan murah juga. Enak juga buat di reapplynya",6 months - 1 year,Shopee,najla recommends this product!,4.0,,
47.0,yupitet,19 - 24,"Dry, Light, Neutral",2024-10-16,"not the type of sunscreen I like :( kalo kata orang - orang bagus, tapi entah kenapa waktu aku pake ini aku gak begitu suka sama teksture dan hasilnya dikulitku. malah bikin kulitku jadi kering. kayaknya ini cocok dipake sama yang kulitnya oily deh",1 month - 3 months,Shopee,yupitet doesn't recommend this product!,3.0,,
46.0,ikamarthia,35 - 39,"Oily, Medium Light, Neutral",2024-10-17,"suka banget sama teksturnya yang ringan, mudah meresap, dan tidak lengket. gak whitecast juga dan aman banget ditimpa makeup, alias gak peeling. harganya juga affordable. ada size 30 ml, 50ml, dan 100 ml. jadi bisa pilih semua kebutuhan.",3 months - 6 months,PR Package,ikamarthia recommends this product!,5.0,,
44.0,Erkisadita,25 - 29,"Combination, Medium Light, Neutral",2024-10-18,"Bikin kulitwajahku jadi lebih berminyak, dan dikulit ku malah jadi item mungkin gak cocok kali yaa dikulit wajah ku. Tapi teksturnya cukup ringan berasa kayak gak pake sunscreen tp yg untuk harga affordable sih untuk pelajar. Balik lagi tergantungjenis kulitwajah masing-masing",1 week - 1 month,Indomaret,Erkisadita recommends this product!,4.0,,
45.0,nasywahfajri,18 and Under,"Combination, Medium, Neutral",2024-10-18,"sunscreen kesayangan gua, kecintaan gua🫰🫰 gua beneran cinta banget, apalagi sama yang hijo ini, finish nya muantep di kulit gua, lembab? yappss, ketarik? ngga juga, blend nya guampang, tapi emang kalo sunscreen nya udah menyerap terus mau di timpa lagi, harus butuh kesabaran untuk blend nya, hasil mate finish, bagi yang punya oily skin, mantep pakai sunscreen ini. sudah ssegituaja,recommend? yapps, untuk kulit kombinasi masih cocok, lihat aja lah se berapa banyaknya koleksi azarine yang gua punya, ini belum seberapa😞😞🫵 gua tipe nya paling muales kalo suncreen dah di titik penghabisan, harus effort mencet bahkan gunting, makanya jadi numpuk, mungkin ada yang udah habis tapi gua belum cek, pas itu pernah hampir lebih dari 5 paling hampir 10 kayaknya numpuk ni sunscreen, gatau udah berapa kali gua repurche anjir, awal-awal mau cari sunscreen langsung pakai azarine yaudah cocok deh sampai sekarang, pantess sih di bikin versi guede, karena worth it selama pakai ini gaada masalah yang apa banget sih",More than 1 year,Instagram,nasywahfajri recommends this product!,5.0,,
43.0,araeoo22,19 - 24,"Oily, Medium Light, Neutral",2024-10-19,"Sunscreen azarine yg ini tuh helpful bgt buat aku, sebelum pake sunscreen azarine sempet pake merk lain sebenernya cocok juga tapi dimuka aku yg oily berasa berat trs juga meresap ke kulitnya lama sedangkan aku lumayan sibuk butuh yg cepet² dan pilihan aku di suncreen azarine ini, dia cepet meresap, ga whitecast, ringan juga dimuka aku yg oily dan sedikit bantu calming jerawat aku juga, akhir² ini aku juga suka pake ampe bibir juga dan dibibir aku juga engga berat dan malah ngeredain hiperpigmentasi di bibir aku juga",More than 1 year,Shopee,araeoo22 recommends this product!,5.0,,
42.0,starswberry,19 - 24,",19 - 24",2024-10-20,"coba ini karena rekomendasi dari temen, tekstur gel jadi gampang meresap, ringan di muka, agak bikin berminyak dimuka aku, btw muka aku tipkul kombinasi. buat harganya kantong pelajar. yang tipkulnya kering mungkin ini bagus di muka kalian",3 months - 6 months,Super Indo,starswberry recommends this product!,4.0,0.0,False
40.0,evelynvanessa,19 - 24,"Combination, Light, Neutral",2024-10-22,One of my fav sunscreen! Non-sticky and non-greasy buat kamu yang punya combi-oily skin kayak aku! Overall super recommended soalnya murah + bagus + isinya banyak like what more do you need from a sunscreen?,More than 1 year,Shopee,evelynvanessa recommends this product!,5.0,,
41.0,rarazarwanii,19 - 24,"Combination, Medium Light, Neutral",2024-10-22,"inii di kulit aku yg oily aman sihh control oil nya lumayan, truss gampang banget menyerapnya. kandungannya juga bagus bagus banget. trus packagingnya okee ga buat tumpah tumpah. pokoknya kalian wajib cobain deh yg kulitnya oily ataupun acne",1 month - 3 months,Shopee,rarazarwanii recommends this product!,5.0,,
38.0,wulanlarassaty,25 - 29,"Combination, Medium, Neutral",2024-10-23,"Sunscreen terringan karna teksturnya gel jadi mudah banget untuk ngebland dan langsung meresap, cocok untuk semua jenis kulit, dipakai sebelum makeup pun aman tidak geser makeupnya, dan buat kalian yg rutin treatment ini sunscreen cocok bgt dipakai setelah nya",3 months - 6 months,Shopee,wulanlarassaty recommends this product!,5.0,,
39.0,yourcindybae,19 - 24,"Oily, Medium Light, Warm",2024-10-23,"Cinta banget sama Azarine karna ga overclaim🫶🏻Selama pake sunscreen ini bener bener ga ada efek aneh aneh, walaupun terpapar sinar matahari cukup intens karna aku pekerja lapangan tapi asal rajin reapply bener bener ga bikin belang. Perlindungan SPF nya bener bener nampol bgt🫶🏻🫶🏻 mau sungkem sama yg ownernya🙏🏻🙏🏻",6 months - 1 year,Shopee,yourcindybae recommends this product!,5.0,,
36.0,riyenimeliala,30 - 34,"Combination, Medium, Neutral",2024-10-24,"Pertama kali coba, ringan, cepat meresap di kulit, dan tidak lengket.Produk ini tidak meninggalkan whitecast pada kulit.Cocok untuk kulitku yang kombinasi & natural matte finish.Dipakai setelah menggunakan pelembab pada pagi hari, bisa reapply setiap 3-4 jam sekali jika kegiatan di luar ruangan.",1 month - 3 months,Brand Website,riyenimeliala recommends this product!,5.0,,
37.0,bungaayuu,25 - 29,"Combination, Medium, Neutral",2024-10-24,"so sorry buat yang cocok dan suka sama produk ini, tapi di kulitku produk ini bikin breakout parah.. :( jerawat juga komedo langsung panen. dan aku ngerasanya kok malah gerah dan jadi kusam kalau pakai produk ini. so sorry :((",1 month - 3 months,Shopee,bungaayuu doesn't recommend this product!,3.0,,
34.0,ndyumna,19 - 24,"Dry, Medium Light, Cool",2024-10-25,"Di aku enak banget, teksturnya ringan dan melembabkan kulit, jadi berasa fresh kalo habis pake sunscreen. Lumayan cepat meresap dan nggak ada white cast juga. Dipake di bawah make up pun aman, ga bikin make up geser.",1 week - 1 month,Lazada,ndyumna recommends this product!,5.0,,
35.0,Nuzhiladwislma,25 - 29,"Combination, Medium, Neutral",2024-10-25,"Sebenernya kalo cocok ini enak sih dipakai soalnya teksturnya gel dan ringan banget. Gampang untuk apply dan mudah menyerap. Tapi di kulit aku ini gak cocok, dalam satu hari dia udah menimbulkan beruntusan di jidat aku",Less than 1 week,Shopee,Nuzhiladwislma doesn't recommend this product!,3.0,,
33.0,Ssepti,18 and Under,",18 and Under",2024-10-26,"suncreen nya superr ringan, gak greasy dan gak peeling! suncreen ternyaman yang aku pakai di tahun 2023. nyaman juga dipakai pas lagi jerawattapi memang masih sedikit berminyak di kulit aku yg kombinasi dan enak nya ss ini gak bikin kusam yang jelek gituuu loohh🥲 spf nya dh cocok buat di outdoor dan di pakai daily juga enak bgt!",6 months - 1 year,Shopee,Ssepti recommends this product!,5.0,,
32.0,Ayu_u30,19 - 24,"Normal, Medium, Neutral",2024-10-27,"Awal pakai ss azarine ini karena lihat kakakku sering pakai dan iseng ikutan pakai ss ini, ternyata dimuka aku bagus, ga bikin muka berminyak, finishing glowing, ga bikin dempul dimuka, ringan dimuka, cocok untuk sehari - hari, love it!!",More than 1 year,Shopee,Ayu_u30 recommends this product!,5.0,0.0,False
30.0,risanugerah,19 - 24,"Dry, Medium Light, Neutral",2024-10-28,"Sunscreen kecintaan banget sampai rela dibelah biar tidak terisa sedikit pun hehe, teksturnya seperti gel jadi ringan banget dan mudah diserap kulit wajah. Selain itu kandungan produknya juga ga ada mengandung alkohol dan pewangi jadi aman banget dikulitku yang sensitif",More than 1 year,Shopee,risanugerah recommends this product!,5.0,,
31.0,WulanKurnia,19 - 24,"Oily, Medium Light, Neutral",2024-10-28,"Azarine Hydrasoothe Sunscreen Gel, holy grail sunscreen aku! Kulitku kombinasi cenderung berminyak dan sensitif, tapi sunscreen ini nggak bikin breakout sama sekali. Teksturnya ringan, menyerap cepat, dan nggak bikin kulitku jadi greasy.",3 months - 6 months,Shopee,WulanKurnia recommends this product!,4.0,,
28.0,yasmin_shabira,19 - 24,"Combination, Medium Dark, Neutral",2024-10-29,"Tksturnya bagus,tapi cepet oksidasi sih jadi agak gelapan mukaku,luamayan bikin cerah,tapi spf nya gak tau nih soalnya kena matahari tetep kerasa panasnya gitu,gak lengket sih,cepet nyerap juga,wanginya aku lumayan suka,terus dia tu watery jdi cepet ngeresap",1 month - 3 months,Tiktok Shop,yasmin_shabira recommends this product!,4.0,,
29.0,febry_ananda,19 - 24,"Dry, Medium Dark, Neutral",2024-10-29,tekstur sunscreennya tuh bagus karena gampang di blend dan cepat nyerap di kulit terus ga perih di mata dan ringan di kulit tapiii sayangnya di muka aku tetap keliatan kusam padahal glowingnya bagus sih. kalo dari segi harga sih worth it banget,3 months - 6 months,Shopee,febry_ananda recommends this product!,4.0,,
26.0,dindafebrianisyah,19 - 24,"Oily, Medium Light, Neutral",2024-10-30,"pengalaman sayas sejak menggunakan produk ini sangat bagus dan juga ringan saat di gunakan cocok untuk kulit oily dengan tekstur mudah di bland dan hargany pun cocok untuk pelajar, spf ny juga sudah oke untuk di gunakan di outdoor , jangan sampai skip sunscreen!!!!",More than 1 year,Brand Website,dindafebrianisyah recommends this product!,4.0,,
